product_name,review_body,rating,source
Facebook,"Notifications don't seem to work anymore. I have to open and manually refresh notifications to see any updates. Never had issues in the past, and in recent months I'm discovering comments on posts that I never got a notification about. It only started in the last month, and I didn't change settings. I double checked settings, but no improvements... It makes it difficult to track when I'm posting items to give away if I don't know anybody has commented without going to the posts to check.",2.0,Google Play
Facebook,"Please reset the search options. I used to be able to search within a specific group, page, or feed. Unfortunately, now, when you try to use the search feature, it searches all of Facebook. It's not useful at all. It makes it difficult when the results are completely out of your area. Please change the search option back to searching in a specific group, page, or community. Thank you so much!",1.0,Google Play
Facebook,"3/2/23: Can you please stop making every update come with a default back to videos on my timeline automatically playing with sound? Is that really the more popular option? My guess is no, since I know that many people scroll silently in public. 3/5/25: Two years later, I'm coming back again to complain about the fact that I turned off auto play sound on videos about four times this month, and it keeps turning itself back on. And still crazy to me that this would be the default option.",2.0,Google Play
Facebook,I wish I didn't have to use it. video live streams don't work right. I try and watch it horizontally on my phone and the app places half the screen beneath my phone. the top half of the video is the bottom half of my screen. when I try and vertically align it after that point the video is switched and will keep playing the wrong video no matter how many times I try and get back into it. That's on top of all the other well-known garbage that Facebook shoves in your feed instead of what you want,1.0,Google Play
Facebook,"Many bad updates recently. Many notifications are now categorised as conversations, so they don't respect that I've silenced them, and this can't be disabled. Top navigation bar often doesn't load. Reels jump to the next one 5 seconds before the previous one finishes. Videos autoplay despite autoplay being disabled. Links open in a terrible built in browser, so a YouTube video takes 7 taps to open and completely close. There's no user testing, and the app gets worse with every update. Awful.",1.0,Google Play
Facebook,"Constantly freezes and shuts down. They never seem to fix the issues. I'll have a decent run, then suddenly my phone starts freezing all because, surprise! FB has a bug again! Maybe it's just an android issue, but it shouldn't be an ongoing problem. I've asked other people who also have androids, and they have the same issues.",1.0,Google Play
Facebook,"The notifications tab rarely loads. Notifications are also usually out of order and will switch order before your eyes with no apparent organizing logic. The top bar isn't visible unless I scroll down and back up. The ""Most Relevant"" feature for comments makes it near impossible to see a long conversation on a busy thread because there's no way to switch to ""All comments"" without losing your place. Help features are a joke. I could write pages on how this app has become over the past 5 years.",1.0,Google Play
Facebook,Facebook games are very unstable!!!! I play Ludo World often and it's a great game but it force closes and glitches too often. Fix this please. If you're going to offer games on the app they should work!!! Also the number of ads is ridiculous!!! ESPECIALLY when I watch the whole ad then get kicked out of the game before I get the reward and have to watch it a second or sometime 3rd time to get the rewards!! Its like you're tricking people into watching multiple ads for nothing!!! DIRTY TACTICS!!,1.0,Google Play
Facebook,"I can't stand the Of course no response and no fixes. Marketplace when in local brings up items from across the US before local ads. When searching for an item, it should bring up that item regardless of location starting from the closest one, not everything else not related. When scrolling through local items I can be 50 items down, click an item to view it and when going back to the list it starts at the top again. Frustrating! No way to contact Facebook to report",1.0,Google Play
Facebook,"12/11/24 With the last update, it consistently fails. It won't go to pressed tabs. Can't see notifications, messages or the like. When able to get to messages, can't reply to messages. Tried uninstalling w/ no luck. _______ This used to be a decent app. In the last few months, most images on profiles (even mine) show up as a black screen. I had the issue on my original phone, cleared the memory cache, but still had the issue. I got a replacement phone, and still have that problem. Please help!",1.0,Google Play
Facebook,"There's a lot of things that could be done better. starting with how the page jumps and you lose EVERYTHING while you're working on a message. That gets lost. Or like right now as I type this, the box is jumping all over the place! How do you make it stop? And the Draft situation has GOT to be fixed. I can save a draft or hope that my message drafts and it doesn't. Instead, it gets lost in no man's land. But that never happens. And a bunch of work ends up for naught. Wasted time too.",1.0,Google Play
Facebook,"Super buggy lately. Hasn't updated my notifications in 2 days and everytime I reload them, it still shows the latest notification being 2 days ago. Also, anytime I watch a video from Messenger, and hit the back arrow after the video is over, it takes me to Facebook, not back to messenger, which is super annoying. And I'd like timeline feed to be in chronological order, not random. Even when I change the setting to show that, it reverts back to this random timeline feed.",1.0,Google Play
Facebook,"Pixel 9 pro: if viewing a photo on a profile, the swipe back gesture doesn't work. The screen just flickers and nothing nothing happens. It's only in the Facebook app when viewing photos. Swipe works on all other apps. This is a Facebook app issue. It's happening to other pixel users. I am not able to use the back button at the top of the screen that shows up in the app. The top of the screen is greyed out. It's 2025 Facebook devs, base Android should have a working app!",1.0,Google Play
Facebook,"The ads. I can't do it anymore. I will see one post from a friend, then an ad, then a suggestion of an add or a group I should join, and then another ad. I am so over it. I've had Facebook since 2008 and every year it just seems to get worse. What started as a place where friends could post about their happenings in life and keep up with others has now turn into a giant online ad campaign. I hardly use the app anymore because of the ads. I go days without checking it.",1.0,Google Play
